Error word & consecutive word,Corrected words & its,Annotation
பதவிகாலம் முடிவடைய,பதவிக்காலம் முடிவடைய,சந்தி
பதறிபோய்,பதறிப்போய்,சந்தி
பதிலாக புராதன,பதிலாகப் புராதன,சந்தி
பதிவு சான்றிதழ்,பதிவுச் சான்றிதழ்,சந்தி
பதின்ம பருவத்தில்,பதின்மப் பருவத்தில்,சந்தி
பதின்ம பருவத்தினரையும்,பதின்மப் பருவத்தினரையும்,சந்தி
பத்து கிலோமீட்டர்,பத்துக் கிலோமீட்டர்,சந்தி
பயன்படுத்த தனிப்பட்ட,பயன்படுத்தத் தனிப்பட்ட,சந்தி
பயன்படுத்தபடும் நீச்சல்,பயன்படுத்தப்படும் நீச்சல்,சந்தி
பயன்பாட்டு கல்வி,பயன்பாட்டுக் கல்வி,சந்தி
பயில தடையாயிருந்தது,பயிலத் தடையாயிருந்தது,சந்தி
பயிற்சி கல்லூரிகள்,பயிற்சிக் கல்லூரிகள்,சந்தி
பயிற்சி காலத்தில்,பயிற்சிக் காலத்தில்,சந்தி
